id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,795.913704682724,1,0,1464,11.787107640973165,3.03620218579235,0.5,-0.2191288749630075,0.7568306010928961,0.17691256830601093,0.0662568306010929
1,2,832.8544338569504,1,0,1499,11.79395116844406,3.030020013342228,0.5016677785190127,-0.2591735660430261,0.7545030020013342,0.17011340893929286,0.07538358905937291
1,3,1066.7904392911546,1,1,1434,11.87839951862184,3.0209205020920504,0.5,-0.24720900609382152,0.7461645746164575,0.17364016736401675,0.0801952580195258
1,4,1138.351395164824,1,1,1349,11.81817371023016,3.005930318754633,0.4988880652335063,-0.23468904466311308,0.742772424017791,0.17197924388435878,0.08524833209785027
2,1,765.4374169825797,0,0,437,11.381270648774832,3.0251716247139586,0.562929061784897,0.005351820972342195,0.7368421052631579,0.18306636155606407,0.08009153318077804
2,2,896.1568445722701,0,0,424,11.486729150979766,3.0330188679245285,0.5542452830188679,-0.01006382492707692,0.7334905660377359,0.18160377358490565,0.08490566037735849
2,3,1127.7724612083957,0,1,425,11.423454331141885,2.9952941176470587,0.5458823529411765,-0.04729397517800828,0.7388235294117647,0.17176470588235293,0.08941176470588236
2,4,1105.294501498709,0,1,419,11.371135340275181,3.052505966587112,0.5417661097852029,-0.12331748748020789,0.7541766109785203,0.16706443914081145,0.07875894988066826
3,1,617.3910330248491,0,0,410,12.869812241928782,2.7780487804878047,0.3878048780487805,-0.7378844168713125,0.8926829268292683,0.05365853658536585,0.05365853658536585
3,2,653.8806733813753,0,0,375,12.661943662575801,2.776,0.39466666666666667,-0.6564582145846569,0.8986666666666666,0.056,0.04533333333333334
3,3,677.510264925432,0,1,399,12.427622023792969,2.789473684210526,0.39097744360902253,-0.6069535482165093,0.8947368421052632,0.05764411027568922,0.047619047619047616
3,4,908.8109324841635,0,1,388,12.274858450986894,2.8170103092783507,0.4072164948453608,-0.5157580920228244,0.9020618556701031,0.05670103092783505,0.041237113402061855
4,1,848.1563935828159,1,0,1310,11.364281092926953,3,0.5374045801526718,0.022211565482467478,0.665648854961832,0.2564885496183206,0.07786259541984733
4,2,1077.9806001767504,1,0,1287,11.446061845437619,3.0124320124320123,0.5322455322455323,0.002068253260615234,0.6713286713286714,0.2517482517482518,0.07692307692307693
4,3,1242.3073553386378,1,1,1393,11.542058878774803,3.0086145010768126,0.5211773151471644,-0.0723339114441412,0.6704953338119167,0.2541277817659727,0.07537688442211055
4,4,1400.4678872231568,1,1,1305,11.566732228693956,3.0160919540229885,0.5318007662835249,-0.05677536297526969,0.6743295019157088,0.25440613026819925,0.07126436781609195
5,1,944.0806799361261,1,0,718,11.837119519573557,2.979108635097493,0.4972144846796657,-0.10127825645736364,0.4818941504178273,0.3328690807799443,0.18523676880222842
5,2,964.5384612434108,1,0,811,11.66168865803921,2.975339087546239,0.5117139334155364,-0.05342308278247022,0.47718865598027127,0.3316892725030826,0.19112207151664612
5,3,1100.2786704980385,1,1,793,11.629941072741843,2.9962168978562422,0.5145018915510718,-0.08706206396120329,0.48045397225725095,0.3316519546027743,0.18789407313997478
5,4,1259.3541338162393,1,1,794,11.709228692408042,3.005037783375315,0.5,-0.14387766081824413,0.48488664987405544,0.3261964735516373,0.1889168765743073
6,1,919.332337569153,1,0,734,11.153202232989534,2.94141689373297,0.5803814713896458,0.21452981289743905,0.7602179836512262,0.18528610354223432,0.05449591280653951
6,2,1091.3839517866145,1,0,737,11.285635558011716,2.926729986431479,0.5807327001356852,0.17112874499661226,0.7598371777476255,0.19538670284938942,0.04477611940298507
6,3,1185.3881352464703,1,1,679,11.22279178853208,2.96759941089838,0.5876288659793815,0.16106863540606425,0.7614138438880707,0.19145802650957292,0.047128129602356406
6,4,1352.6219894799885,1,1,667,11.286215062518146,2.947526236881559,0.5847076461769115,0.1311281321609521,0.767616191904048,0.1874062968515742,0.044977511244377814
7,1,699.5878689508876,0,0,867,11.521755431676365,3.0542099192618224,0.5144175317185697,-0.16110726474693784,0.4279123414071511,0.4359861591695502,0.13610149942329874
7,2,925.5538573837393,0,0,871,11.387091562500128,3.0654420206659014,0.521239954075775,-0.11512738126865081,0.42479908151549944,0.44202066590126293,0.13318025258323765
7,3,1068.8333820058888,0,1,854,11.296584919994633,3.060889929742389,0.5269320843091335,-0.0880991957764975,0.41920374707259955,0.4449648711943794,0.1358313817330211
7,4,1156.5047401138897,0,1,837,11.32894761100199,3.052568697729988,0.5173237753882916,-0.1065747577775653,0.4169653524492234,0.4444444444444444,0.13859020310633213
8,1,1102.3161344019613,0,0,90,11.570114554092854,2.422222222222222,0.6111111111111112,0.2701949180235163,0.8,0.13333333333333333,0.06666666666666667
8,2,1030.33556203232,0,0,94,11.509162044183325,2.3617021276595747,0.6063829787234043,0.22590370844498225,0.8085106382978723,0.11702127659574468,0.07446808510638298
8,3,941.6129154722073,0,1,100,11.427470085715386,2.42,0.57,0.12460576623311448,0.83,0.08,0.09
8,4,1329.9238278550883,0,1,90,11.461283879443128,2.4555555555555557,0.5888888888888889,0.1273826710356562,0.8222222222222222,0.07777777777777778,0.1
9,1,1035.9759616109043,0,0,275,11.198490244135927,2.887272727272727,0.5709090909090909,0.09198615072793281,0.8363636363636363,0.11272727272727273,0.05090909090909091
9,2,993.2824528821761,0,0,317,11.346805026936963,2.911671924290221,0.5772870662460567,0.11580389154691476,0.8517350157728707,0.08832807570977919,0.05993690851735016
9,3,1255.8137516994477,0,1,329,11.454144809239269,2.878419452887538,0.574468085106383,0.09079637751801736,0.8571428571428571,0.0851063829787234,0.057750759878419454
9,4,1572.2822356951347,0,1,296,11.615416602710152,2.929054054054054,0.5574324324324325,0.05980953390044689,0.8614864864864865,0.08445945945945946,0.05405405405405406
10,1,949.7359266410413,0,0,800,11.099738031425533,3.04,0.5925,0.19690446627071867,0.66875,0.1925,0.13875
10,2,1104.166321519427,0,0,784,11.155339655077048,2.996173469387755,0.5867346938775511,0.19444988077561481,0.6683673469387755,0.19387755102040816,0.1377551020408163
10,3,1119.8642223671154,0,1,775,11.177401633750202,3.0103225806451612,0.5780645161290323,0.14067214401924874,0.672258064516129,0.18838709677419355,0.1393548387096774
10,4,1620.6930347288212,0,1,759,11.291401856098634,2.9762845849802373,0.5797101449275363,0.12777858772828285,0.686429512516469,0.1831357048748353,0.13043478260869565
11,1,1331.1757907721537,1,0,188,10.98444603432995,2.9095744680851063,0.4734042553191489,0.06637939000109601,0.8404255319148937,0.09574468085106383,0.06382978723404255
11,2,862.6727434499118,1,0,187,10.84730916100626,2.871657754010695,0.4919786096256685,0.10319347545812985,0.839572192513369,0.09090909090909091,0.06951871657754011
11,3,1286.5812831574517,1,1,197,10.877232052492722,2.9035532994923856,0.467005076142132,0.09077847448148493,0.8477157360406091,0.09137055837563451,0.06091370558375635
11,4,1146.2286856955707,1,1,178,11.107646852712215,2.8876404494382024,0.47191011235955055,0.026903736025548974,0.8651685393258427,0.08426966292134831,0.05056179775280899
12,1,691.4509751528242,0,0,326,12.552094189794817,3.0460122699386503,0.3987730061349693,-0.5301182943058619,0.5552147239263804,0.2852760736196319,0.15950920245398773
12,2,751.6869669626653,0,0,349,12.368071645332282,3.0687679083094554,0.4383954154727794,-0.41483271441110875,0.5616045845272206,0.27793696275071633,0.16045845272206305
12,3,900.0460349475853,0,1,353,12.18944657125461,3.0254957507082154,0.44192634560906513,-0.3523638760882028,0.546742209631728,0.29178470254957506,0.16147308781869688
12,4,1169.8099388084875,0,1,374,12.096716528198533,3.053475935828877,0.4304812834224599,-0.3624259995975437,0.5588235294117647,0.2914438502673797,0.1497326203208556
13,1,863.0622653943799,0,0,985,11.131079810599653,3.0091370558375634,0.5532994923857868,0.21492363842397752,0.7441624365482233,0.13807106598984772,0.11776649746192894
13,2,903.505878813276,0,0,994,11.079670642611024,3.043259557344064,0.5593561368209256,0.22038982534843807,0.7394366197183099,0.14185110663983905,0.11871227364185111
13,3,1331.3173186890601,0,1,991,11.160218904790169,3.0433905146316853,0.562058526740666,0.21188372005259998,0.7366296670030272,0.14833501513622604,0.11503531786074672
13,4,1420.9669353030117,0,1,950,11.168182472183346,3.0494736842105263,0.5642105263157895,0.1979849536656926,0.7389473684210527,0.15052631578947367,0.11052631578947368
14,1,1261.257872998182,1,0,88,11.65045946307231,3.090909090909091,0.5795454545454546,0.28218609785267373,0.6477272727272727,0.29545454545454547,0.056818181818181816
14,2,1297.8533418861655,1,0,112,11.253053826954853,3.0982142857142856,0.6160714285714286,0.30681889207744667,0.625,0.3125,0.0625
14,3,1290.301182290638,1,1,127,10.983497383170235,3.047244094488189,0.5748031496062992,0.20679308986874617,0.6141732283464567,0.3228346456692913,0.06299212598425197
14,4,1000.4402010133333,1,1,315,11.814714691678969,2.980952380952381,0.4793650793650794,-0.2691763362252767,0.6666666666666666,0.26666666666666666,0.06666666666666667
