id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,829.9870768962243,1,0,300,10.71462146958815,3.13,0.5866666666666667,0.28835718845017644,0.7033333333333334,0.21666666666666667,0.08
1,2,1217.1089292754712,1,0,310,10.881134355377919,3.1161290322580646,0.5774193548387097,0.1958856975687979,0.7161290322580646,0.2,0.08387096774193549
1,3,1634.4198854072426,1,1,290,10.870023338889087,3.168965517241379,0.5827586206896552,0.15404679579149408,0.7206896551724138,0.20344827586206896,0.07586206896551724
1,4,1680.33930075931,1,1,283,11.006687881307695,3.2968197879858656,0.568904593639576,0.09260375439229115,0.7173144876325088,0.20848056537102475,0.07420494699646643
2,1,758.5494889898696,1,0,2282,11.961200498590605,3.066170026292726,0.4815950920245399,-0.28468381765118617,0.7248028045574058,0.19149868536371603,0.08369851007887817
2,2,918.4036130490326,1,0,2377,11.91130443745548,3.0647875473285655,0.48043752629364744,-0.27755891830738905,0.721497686159024,0.18889356331510307,0.08960875052587294
2,3,938.6786729270822,1,1,2473,12.008315538917262,3.0537808329963605,0.46785281035179943,-0.31517023762084057,0.7221997573797008,0.187221997573797,0.09057824504650222
2,4,1018.046572007439,1,1,2363,12.003912041854127,3.0512060939483705,0.46466356326703345,-0.2989912405445158,0.7270418958950486,0.18747355057130766,0.08548455353364368
3,1,1013.4462918140581,1,0,129,10.821537440397895,2.86046511627907,0.6356589147286822,0.25412430524507795,0.7984496124031008,0.11627906976744186,0.08527131782945736
3,2,1679.7299562628878,1,0,140,11.186459881269398,2.835714285714286,0.6071428571428571,0.21685766531349893,0.7928571428571428,0.12857142857142856,0.07857142857142857
3,3,1245.0875660885688,1,1,132,11.273977256495732,2.856060606060606,0.6136363636363636,0.14454999765594284,0.8257575757575758,0.11363636363636363,0.06060606060606061
3,4,1527.811687174511,1,1,113,11.243846185292142,2.849557522123894,0.6283185840707964,0.09442207657163763,0.8230088495575221,0.11504424778761062,0.061946902654867256
4,1,1151.7743302634078,0,0,131,11.778785977078218,2.9389312977099236,0.6030534351145038,0.2993848383124182,0.6564885496183206,0.2595419847328244,0.08396946564885496
