id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,743.0625026481804,1,0,2719,11.985777808149221,3.0430305259286503,0.4873115115851416,-0.2726273134613884,0.7157043030525929,0.23354174328797353,0.050753953659433616
1,2,885.7890622453286,1,0,2632,11.869074278505533,3.0653495440729484,0.4920212765957447,-0.23700504147058657,0.7173252279635258,0.23062310030395136,0.05205167173252279
1,3,997.4477470172867,1,1,2638,11.738549578146857,3.0606520090978013,0.4927975739196361,-0.2163026125558401,0.7160727824109173,0.2312357846853677,0.05269143290371493
1,4,1042.4518205586767,1,1,2629,11.666380592390562,3.0597185241536704,0.49524534043362495,-0.18298569451967817,0.7067325979459871,0.2384937238493724,0.05477367820464055
2,1,880.3982789827085,0,0,344,11.679068927271485,3.1482558139534884,0.5,-0.2030708027082033,0.8168604651162791,0.09011627906976744,0.09302325581395349
2,2,969.9237963663139,0,0,331,11.509497028619792,3.1268882175226587,0.4984894259818731,-0.13958133645989748,0.8126888217522659,0.09667673716012085,0.09063444108761329
2,3,1196.2618861172543,0,1,324,11.54667162708312,3.1203703703703702,0.49074074074074076,-0.1524417245115582,0.8117283950617284,0.09567901234567901,0.09259259259259259
2,4,1092.8223143752932,0,1,335,11.441936198674078,3.0925373134328358,0.49850746268656715,-0.13806647001200018,0.808955223880597,0.10149253731343283,0.08955223880597014
3,1,940.546029933007,0,0,676,10.848593709950269,3.0724852071005917,0.6464497041420119,0.5598676275623442,0.8298816568047337,0.13757396449704143,0.03254437869822485
3,2,1389.4553800548485,0,0,668,10.81375197337756,3.0434131736526946,0.6467065868263473,0.5497814965653063,0.8353293413173652,0.1347305389221557,0.029940119760479042
3,3,1534.1847778870858,0,1,701,11.071811600972932,3.029957203994294,0.6048502139800286,0.38394865896829256,0.8359486447931527,0.1369472182596291,0.02710413694721826
3,4,1636.0488832135247,0,1,674,11.243064381981107,3.048961424332344,0.5875370919881305,0.32047389111179264,0.8338278931750742,0.13501483679525222,0.03115727002967359
4,1,696.5217162174729,0,0,1540,12.241713943665957,3.007142857142857,0.4577922077922078,-0.4919426546254462,0.6292207792207792,0.18831168831168832,0.18246753246753247
4,2,762.0469772713531,0,0,1607,12.147535440941413,2.968886123210952,0.46048537647790916,-0.43638371881818655,0.6285003111387679,0.1879278158058494,0.1835718730553827
4,3,979.3487634469574,0,1,1513,12.113713577876075,2.9788499669530735,0.4712491738268341,-0.40173280592406097,0.6192994051553206,0.19299405155320556,0.1877065432914739
4,4,987.7133507791195,0,1,1491,12.08998763129357,2.9818913480885314,0.47350771294433264,-0.3743376200448006,0.6143527833668678,0.1998658618376928,0.1857813547954393
5,1,986.9454000224437,1,0,129,11.32013086085781,3.0155038759689923,0.5348837209302325,0.36992270176488756,0.689922480620155,0.17054263565891473,0.13953488372093023
5,2,1130.7258885069523,1,0,138,11.355348154941897,2.9927536231884058,0.5362318840579711,0.2815037818954657,0.7028985507246377,0.17391304347826086,0.12318840579710146
5,3,1417.7970257524573,1,1,134,11.420958519928835,3.1417910447761193,0.5223880597014925,0.2721869071049209,0.6940298507462687,0.1865671641791045,0.11940298507462686
5,4,1526.5953653410763,1,1,124,11.771725022869905,3.161290322580645,0.49193548387096775,0.14955635146344612,0.6935483870967742,0.18548387096774194,0.12096774193548387
6,1,918.9451731590362,1,0,233,11.226878743414726,2.9785407725321886,0.5708154506437768,0.174845377459111,0.5793991416309013,0.34334763948497854,0.07725321888412018
6,2,1372.5896138516237,1,0,224,11.192449226906227,2.9955357142857144,0.5758928571428571,0.1922059331551453,0.5758928571428571,0.3392857142857143,0.08482142857142858
6,3,1235.8168734966573,1,1,209,11.082802240937196,2.9569377990430623,0.5789473684210527,0.20970656352799355,0.5885167464114832,0.3349282296650718,0.07655502392344497
6,4,1492.1203891920459,1,1,204,10.866836836085154,2.9558823529411766,0.5931372549019608,0.16914380349387056,0.5882352941176471,0.3480392156862745,0.06372549019607843
7,1,999.0023709217877,1,0,1140,11.099127744971128,2.9587719298245614,0.5763157894736842,0.2665395136955772,0.6728070175438596,0.20526315789473684,0.12192982456140351
7,2,1338.7688802670123,1,0,1187,11.250062328929317,2.952822240943555,0.5728727885425442,0.21246093145210893,0.6756529064869419,0.2030328559393429,0.12131423757371525
7,3,1529.6726067435516,1,1,1152,11.349435707541158,2.9791666666666665,0.5824652777777778,0.1920499839887803,0.6736111111111112,0.20399305555555555,0.12239583333333333
7,4,1643.435404916091,1,1,1120,11.453415614645026,3,0.5803571428571429,0.13710686483314846,0.68125,0.2,0.11875
8,1,1209.5571599137547,0,0,231,11.28227473151227,3.1082251082251084,0.5194805194805194,-0.11945341254073336,0.9523809523809523,0.021645021645021644,0.025974025974025976
8,2,840.0644971337512,0,0,237,11.323382699205323,2.9662447257383966,0.5063291139240507,-0.20051354855359707,0.9493670886075949,0.02531645569620253,0.02531645569620253
8,3,928.9738111429384,0,1,241,11.428816526468578,2.87551867219917,0.4730290456431535,-0.15975127547943918,0.950207468879668,0.029045643153526972,0.02074688796680498
8,4,1092.2116135673148,0,1,259,11.448076421425045,2.922779922779923,0.4980694980694981,-0.2244456824675237,0.9536679536679536,0.023166023166023165,0.023166023166023165
9,1,657.0345208281145,0,0,112,11.499422842287569,2.8125,0.4375,-0.06003070421411243,0.6875,0.26785714285714285,0.044642857142857144
9,2,786.7302670484254,0,0,129,11.585109709232748,2.7751937984496124,0.4573643410852713,-0.16416329906252933,0.7286821705426356,0.2248062015503876,0.046511627906976744
9,3,893.4531268504084,0,1,153,11.457530943779474,2.9673202614379086,0.45098039215686275,-0.26487189998036625,0.7254901960784313,0.20915032679738563,0.06535947712418301
9,4,967.4594203528629,0,1,140,11.418677353909857,3.0285714285714285,0.42142857142857143,-0.25011045956073913,0.7142857142857143,0.22142857142857142,0.06428571428571428
10,1,813.4931544457909,1,0,716,11.622577814247334,3.0921787709497206,0.5237430167597765,-0.09576335039399947,0.6047486033519553,0.2807262569832402,0.11452513966480447
10,2,950.8402731748504,1,0,705,11.570773046128615,3.1361702127659576,0.5290780141843971,-0.08170583710227881,0.6297872340425532,0.2652482269503546,0.1049645390070922
10,3,970.87471850724,1,1,686,11.682900729941528,3.116618075801749,0.5204081632653061,-0.11183492583402749,0.6282798833819242,0.26239067055393583,0.10932944606413994
10,4,1084.0863192898173,1,1,694,11.635613117793644,3.123919308357349,0.5331412103746398,-0.12001148864729266,0.6282420749279539,0.26368876080691644,0.10806916426512968
11,1,959.7865045087084,0,0,643,11.034359581734194,2.967340590979782,0.640746500777605,0.4464108354083987,0.6920684292379471,0.2643856920684292,0.04354587869362364
11,2,1326.4238179278532,0,0,613,11.016538789809795,2.960848287112561,0.6411092985318108,0.40733488251880684,0.7030995106035889,0.2544861337683524,0.04241435562805873
11,3,1359.0659510385221,0,1,595,11.09546451480916,2.9647058823529413,0.5949579831932773,0.27843297928247956,0.7058823529411765,0.25546218487394956,0.03865546218487395
