id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,1059.0940733241457,1,0,320,11.85320599878725,3.05,0.521875,-0.02324609193366263,0.715625,0.140625,0.14375
1,2,981.5386009757559,1,0,346,11.977397912672378,3.023121387283237,0.5144508670520231,-0.15598031995995235,0.7109826589595376,0.13872832369942195,0.15028901734104047
1,3,1085.293128080581,1,1,337,12.178142268184823,3.0326409495548963,0.49258160237388726,-0.2356576359163689,0.7240356083086054,0.13353115727002968,0.142433234421365
1,4,1030.254583995489,1,1,338,12.032243736520982,3.002958579881657,0.5118343195266272,-0.2144597702610234,0.7011834319526628,0.15976331360946747,0.1390532544378698
2,1,917.550623671716,1,0,617,11.319504082213177,3.0583468395461915,0.5105348460291734,0.028792659507390097,0.8476499189627229,0.12965964343598055,0.022690437601296597
2,2,1088.8852046465724,1,0,587,11.368482058241486,3.0391822827938673,0.5110732538330494,-0.009274577298746199,0.8449744463373083,0.131175468483816,0.02385008517887564
2,3,1187.592847551089,1,1,561,11.468859631166298,2.9964349376114083,0.5008912655971479,-0.0639587840199951,0.8431372549019608,0.1319073083778966,0.024955436720142603
2,4,1389.4910671698474,1,1,538,11.511303705745357,2.9349442379182156,0.49814126394052044,-0.0591468098967193,0.8531598513011153,0.12639405204460966,0.020446096654275093
3,1,845.1620142669507,1,0,3724,11.978773377147315,3.014500537056928,0.4771750805585392,-0.33614835759033546,0.7953813104189044,0.13694951664876476,0.06766917293233082
3,2,960.5002302259109,1,0,3715,11.958543081233229,3.0021534320323013,0.4742934051144011,-0.33672173949484857,0.7959623149394347,0.13647375504710632,0.06756393001345895
3,3,1162.2926554865028,1,1,3559,11.897798998496473,2.998595110986232,0.47850519808935094,-0.31276447823091086,0.7993818488339421,0.13262152289969092,0.06799662826636696
3,4,1403.5328847304559,1,1,3447,11.872360176745804,2.977951842181607,0.48447925732521036,-0.3021432404846121,0.7992457209167392,0.13170873223092544,0.06904554685233537
4,1,821.4097341063512,1,0,603,11.686406794588551,3.0696517412935322,0.5207296849087893,-0.17747975178817738,0.7694859038142621,0.09618573797678276,0.13432835820895522
4,2,1008.7616576265434,1,0,663,11.78818771819199,3.033182503770739,0.502262443438914,-0.16776211607078237,0.77828054298642535,0.09049773755656108,0.13122171945701358
4,3,1095.499032916142,1,1,621,11.775957510015514,3.0676328502415457,0.500805152979066,-0.11620608664086254,0.789049919484702,0.09178743961352658,0.11916264090177134
4,4,1154.5336852180292,1,1,595,11.770374549601524,3.1176470588235294,0.5092436974789916,-0.14051310517479648,0.7949579831932773,0.08907563025210084,0.11596638655462185
5,1,848.647742299217,1,0,2718,11.159095288417259,3.006622516556291,0.5901398086828551,0.27383491872259674,0.7259013980868285,0.14054451802796172,0.1335540838852097
5,2,1247.6185889783558,1,0,2696,11.128126410274852,2.999258160237389,0.5823442136498517,0.2649240461438731,0.7247774480712166,0.13835311572700296,0.1368694362017804
5,3,1448.2047264358798,1,1,2666,11.211538152761788,2.999249812453113,0.5663915978994749,0.18021903601495512,0.7261815453863466,0.1369092273068267,0.1369092273068267
5,4,1577.0848163643348,1,1,2774,11.402736616873547,3.025234318673396,0.5447007930785869,0.07501325507346661,0.7256669069935112,0.1366258111031002,0.1377072819033886
6,1,727.2330032327316,0,0,267,11.221908211238782,3.198501872659176,0.50187265917603,-0.16770441388569934,0.46441947565543074,0.43820224719101125,0.09737827715355805
6,2,778.3181156058068,0,0,266,11.200432993838545,3.218045112781955,0.5112781954887218,-0.13981563714831272,0.48120300751879697,0.41729323308270677,0.10150375939849623
6,3,978.4759265373561,0,1,244,11.134296275496443,3.1557377049180326,0.5122950819672131,-0.1400668906498427,0.47540983606557374,0.4180327868852459,0.10655737704918032
6,4,1290.9860594248432,0,1,242,11.099946870634891,3.1363636363636362,0.512396694214876,-0.09778234792922606,0.47107438016528924,0.4297520661157025,0.09917355371900827
7,1,782.723740750208,0,0,293,11.533038450160653,3.0034129692832763,0.5324232081911263,0.003655191385096449,0.6450511945392492,0.17406143344709898,0.18088737201365188
7,2,1001.2554686906769,0,0,343,11.935954581688346,2.938775510204082,0.5481049562682215,-0.06696079921958174,0.641399416909621,0.18075801749271136,0.17784256559766765
7,3,1175.717213887533,0,1,354,11.699197787909833,2.963276836158192,0.5621468926553672,0.026663993904132623,0.652542372881356,0.17231638418079095,0.1751412429378531
7,4,1308.0096758087077,0,1,348,11.820349913106961,2.9626436781609193,0.5488505747126436,-0.027977172041550473,0.6551724137931034,0.1925287356321839,0.15229885057471265
8,1,902.5900096337892,1,0,318,11.25594027882541,2.9371069182389937,0.5408805031446541,0.1398422732948485,0.5849056603773585,0.3490566037735849,0.0660377358490566
8,2,1131.4707429316059,1,0,319,11.30117812034462,2.9404388714733543,0.5360501567398119,0.15241829804622495,0.5893416927899686,0.3510971786833856,0.05956112852664577
