id.practice,year,Y,Z,post,n.patients,V1_avg,V2_avg,V3_avg,V4_avg,V5_A_avg,V5_B_avg,V5_C_avg
1,1,792.4936066764253,0,0,3721,11.502971411810101,2.9922063961300727,0.5455522708949208,0.11740177746010523,0.6893308250470304,0.24643912926632625,0.06423004568664338
1,2,933.4559024385097,0,0,4298,11.52390071259205,2.99185667752443,0.5297812936249419,0.035506914150709626,0.6903210795718939,0.24685900418799442,0.06281991624011168
1,3,1100.256228525124,0,1,4130,11.574739414097307,2.984503631961259,0.5278450363196125,0.007114751976135431,0.6920096852300243,0.2457627118644068,0.06222760290556901
1,4,1302.3386487216526,0,1,3921,11.567657641006893,2.9793420045906656,0.5258862535067584,0.010829053535432046,0.6949757714868656,0.24458046416730425,0.060443764345830146
2,1,1342.1953438531184,1,0,189,11.217726589594955,3.074074074074074,0.5132275132275133,-0.0978678097091263,0.8994708994708994,0.05291005291005291,0.047619047619047616
2,2,884.23538147902,1,0,173,11.372083180655991,3.092485549132948,0.5144508670520231,-0.08457261467867623,0.9017341040462428,0.05202312138728324,0.046242774566473986
2,3,929.7560923464392,1,1,187,11.281923342555169,3.1122994652406417,0.5080213903743316,-0.042045491454990605,0.8983957219251337,0.06417112299465241,0.0374331550802139
2,4,1099.404569323013,1,1,207,11.35452885549806,3.217391304347826,0.4975845410628019,-0.1189134314254663,0.8840579710144928,0.07729468599033816,0.03864734299516908
3,1,808.3872260551133,1,0,524,11.202154219359258,3,0.6164122137404581,0.2746233523210359,0.8358778625954199,0.1316793893129771,0.03244274809160305
3,2,1164.4065301738917,1,0,506,11.10549480290599,2.9980237154150196,0.616600790513834,0.2667360411227014,0.8260869565217391,0.14031620553359683,0.03359683794466403
3,3,1309.008209228716,1,1,494,11.226444709458445,3.006072874493927,0.6255060728744939,0.24729184503506554,0.8238866396761133,0.145748987854251,0.030364372469635626
3,4,1513.963872779204,1,1,504,11.15795023151777,2.9623015873015874,0.626984126984127,0.23774765285846816,0.8115079365079365,0.15079365079365079,0.037698412698412696
4,1,553.7784319761848,0,0,464,12.804632510137552,2.980603448275862,0.36853448275862066,-0.9951288729497241,0.7155172413793104,0.125,0.15948275862068967
4,2,587.6246279784361,0,0,459,12.834143886229324,2.997821350762527,0.3769063180827887,-0.9082821946733086,0.7189542483660131,0.13725490196078433,0.1437908496732026
4,3,581.974302459611,0,1,444,12.696467301680263,3.009009009009009,0.4144144144144144,-0.8185057905550245,0.7117117117117117,0.13963963963963963,0.14864864864864866
4,4,679.1375558769515,0,1,563,12.529312896768529,2.9875666074600353,0.4280639431616341,-0.7186142678805494,0.7140319715808171,0.13854351687388988,0.14742451154529307
5,1,700.0229090515119,1,0,426,11.519096785806044,3.15962441314554,0.45774647887323944,-0.15088049403734263,0.49765258215962443,0.22065727699530516,0.28169014084507044
