id.practice,X1,X2,X3,X4,X5,X6,X7,X8,X9
1,1,A,1,A,0,35.459326947863055,0.3276422572248556,0.20941183205414932,-1.9802590382720702
2,1,A,1,A,0,20.857592093860827,7.663517427068921,0.17593363437462547,-47.679868852023745
3,0,B,1,A,1,23.542785755652655,10.394592166959573,0.6079092148886639,45.85567762775612
4,0,C,1,A,1,39.38502378963388,9.192280051980967,0.3536001618090068,22.688025429624137
5,0,A,0,A,0,40.03610943771142,6.214219300852642,0.5288639354920065,55.48602204515913
6,1,B,0,A,1,22.964340426084856,13.83331852555874,0.39890396971488057,19.64345129070003
7,1,B,1,A,1,24.17180321301001,12.036576951710778,0.3914006282266333,37.52806897401027
8,1,C,1,A,1,23.250996291329663,15.824850297606522,0.459244110577692,11.074064997514789
9,1,B,0,A,1,32.13240558321647,10.726347474163802,0.337468639594479,6.462914730576376
10,1,A,0,A,0,26.665672894544524,4.307261315121457,0.449823047389445,27.379041787042915
11,1,A,1,A,0,23.574000018455997,7.593113502125667,0.4650295532719948,28.984589961406222
12,1,B,0,A,1,25.002312346129813,21.73627123753034,0.48522070167528386,54.29938639237604
13,0,A,1,C,1,18.722719185377365,10.153802079440457,0.4635475738075331,99.43961264137344
14,1,B,0,A,1,53.13078506086395,18.972331354630374,0.41034965805783896,0.5219731653573163
15,1,A,1,C,1,23.47924736237996,17.668511272560973,0.6109455289458003,22.67162241365432
16,0,B,0,A,0,26.15866383402965,3.6025843506291473,0.49632003085762355,79.28621149031686
17,0,C,1,A,1,30.540502842676837,7.678130033205635,0.3094266174726476,48.6213215773425
18,0,C,1,A,1,24.491131273731497,3.418318369701736,0.3593283991686192,40.53633246494422
19,1,B,1,B,1,29.447480849121487,4.892985822579339,0.39741786696780373,3.1317672848659583
20,1,B,0,B,0,32.633780762600516,1.4536080664031994,0.4807169026303976,-14.865319769173887
21,1,C,1,A,1,53.47910251614984,24.327214540986958,0.40010117693432284,-1.9470503578661926
22,0,B,0,C,0,22.505244067640756,7.861807846918656,0.34324608523827166,51.4385252430619
23,1,A,0,A,0,16.54978713291082,5.662780708961678,0.36144998891028673,-50.03095003806001
24,1,C,1,A,0,22.520308447785453,6.75681436811999,0.4068120342134148,-1.932126935779614
25,0,A,0,A,1,16.48144378100785,3.9603069610339467,0.7596250706824008,114.8886774134746
26,0,B,1,A,1,25.178066062539564,6.205685061236337,0.42138039342186717,10.772926274212416
27,0,B,1,A,1,34.00757068980327,14.862174349325144,0.24447216453343476,45.578665845488544
28,1,C,1,A,1,20.625627205027023,14.65779448139524,0.5647893044003494,172.03924671441925
29,1,B,0,A,0,34.25147607825981,6.117050600756087,0.24588864111437214,-18.257481397613844
30,0,B,0,B,1,31.657673021401227,9.695177960435048,0.3346978486699236,59.11143751784123
31,0,B,1,C,0,31.490733457710945,6.00156354127104,0.541862008157209,-13.086767338006545
32,1,A,1,A,0,39.368823719715735,7.205311200974403,0.1501048260851594,18.606264501886805
33,0,A,0,A,1,33.454322481069525,17.253437913397875,0.34680085368008856,-34.755604182840834
34,1,C,1,B,1,38.57877439471183,17.70867063253442,0.5090475175011434,26.421704509685334
35,0,B,1,A,1,27.244980278136893,2.6185691579704296,0.5043525632595734,-51.326125959780214
36,1,A,0,A,0,31.61350140576814,7.921150320051436,0.48996844818189605,-12.018491008303876
37,0,B,1,C,1,27.039667306527484,12.28083025815097,0.4835889336795181,38.604815223565495
38,0,B,0,A,0,24.80449920472868,6.121356419223998,0.1321061953583889,40.7877094345221
39,1,B,0,A,1,37.91404150702009,17.581324742930683,0.2303373222292301,30.08605858937057
40,0,B,1,A,1,34.84472145312492,12.576964049536116,0.32077776213099257,10.614556751863041
41,0,B,1,C,1,29.07855853352971,10.756348289333468,0.5032867713022738,5.887072537075623
42,0,B,1,B,1,33.092964805544426,13.124002382592238,0.4970959804991044,-10.774963448325394
43,0,A,1,B,1,27.08095678990994,16.59135009156744,0.8383994552953344,50.73490116115045
44,1,C,1,A,0,30.979585915377324,1.5243312958205109,0.5738667068571478,67.82557622965493
45,0,A,0,A,1,24.49144709113521,15.525631237678734,0.58187315313171,9.682288447129421
46,0,C,1,A,1,29.759639656767035,6.727307049476278,0.344216673058034,-21.629093707024815
47,1,B,0,A,0,22.06327260679838,6.27033695166784,0.5646985567347333,-47.290810252581295
48,1,A,0,A,0,47.45376075875711,6.6637048903061995,0.5124973470954376,27.776699202516586
49,1,C,0,A,1,30.391292108090397,16.281017282605745,0.27240985116534755,92.93164500708784
50,0,B,0,B,1,27.572909163548395,6.700540835570674,0.36457281525624596,46.0932050487157
51,1,A,0,A,0,37.449921319250706,2.9752534390027923,0.3637270167843497,-6.009690865497042
52,1,B,1,A,0,21.487751112062437,7.771222704603984,0.27037591576336395,36.469855390055514
53,1,A,0,A,0,24.447149120808895,1.292811953049704,0.3652520823723354,1.8151119376285543
54,1,A,1,A,1,34.31213664268095,14.244803819416626,0.35476082698173067,-28.263450351648146
55,1,B,1,A,1,32.69395626547278,10.015829236193763,0.5484616187335911,-8.052230946847807
56,1,C,0,A,0,36.1212238858312,3.679732299291497,0.298012383134965,36.53931981465316
57,0,A,1,B,0,31.341139503173714,7.751012472173521,0.46935689024506244,37.21166975659982
58,0,C,1,A,1,23.940708665184836,8.938592261432742,0.30191080370555523,-47.73710039124521
59,1,C,1,A,1,33.693817698847546,8.335188457628766,0.4513976412610493,3.889934614268217
60,0,C,1,A,1,41.74209701402478,0,0.35840460764908266,64.01816747944287
61,1,B,1,A,1,39.46922888447753,12.102334398888623,0.3511368151612242,-16.299038499172717
62,1,B,1,A,0,26.727250049530937,9.372500717072867,0.18483820492587572,-9.391585074684148
63,0,B,1,A,1,23.83036261397233,11.06216568892175,0.3372182183927254,46.662931826352754
64,1,B,1,A,0,19.54550033266818,7.577279128533769,0.5773486257790722,36.541655572217074
65,0,C,0,A,1,25.94563606171095,9.43466614089828,0.10819650845651688,-14.188574671113692
66,1,C,1,A,1,21.8237429816763,13.08529366593836,0.4635598777177202,2.530104397008543
67,1,A,0,A,0,31.487647114722357,0,0.2715814550829002,45.940909111936726
68,1,A,0,A,0,21.710281618138545,6.23093801997391,0.4679514183258015,15.590671497963097
69,0,A,0,C,0,43.73225540291232,4.245043400313296,0.6533735651614846,-47.743440861113015
70,0,B,0,A,0,23.098721206604964,4.519581090078669,0.5140558448008544,-3.7249489101130955
71,1,A,1,A,0,27.022851228625402,6.40222782310885,0.2239927069699115,20.35338172333139
72,1,C,1,A,1,50.63576749759244,20.637550732521138,0.338038855091917,30.104324801307257
73,1,B,1,A,0,38.40951114736047,6.503186455697622,0.398838952814318,15.141077369481817
74,1,C,0,A,1,28.16567644412422,16.0273973257888,0.4470905590614908,-14.854523683214957
75,0,A,1,A,1,28.94771029086848,8.374188173347378,0.7497295426599604,81.54963112202913
76,1,A,1,A,0,36.20093067659997,1.900053311549649,0.6757079331898308,39.69551970943135
77,1,B,1,C,1,25.04977309913101,14.185671391265059,0.1504703358562358,17.438603409235398
78,0,A,0,B,0,38.90102456243715,5.874799788694509,0.49758039630330847,84.25357846521504
79,1,B,0,A,0,8.613104959863307,6.719489914085358,0.19851847906269968,7.493513057461271
80,1,A,1,C,1,35.08990065280985,13.927005432349493,0.5109313750373815,12.29957766426919
81,0,C,1,B,0,43.83161242528243,3.1539505820022526,0.4222858079640453,-10.467167836052607
82,1,C,0,A,1,18.89014992082732,16.724159195075508,0.20780366732355107,52.5250310938524
83,1,A,0,C,0,20.657504733021224,6.444606801467695,0.48578511789827755,-21.471547614946175
84,0,A,0,A,0,23.66260910553385,7.870589574252337,0.47461275482030335,16.60000800091175
85,0,C,1,A,1,23.811923157367314,7.515313633625579,0.2793076400208425,75.53266504622043
86,0,B,1,A,0,17.595455297479617,1.0666739292573362,0.5317203243787322,91.73177264020846
87,1,C,0,A,1,27.171600244038046,21.130838529871806,0.16796510107253015,18.830400353095992
88,1,C,0,A,1,25.8130804240188,13.957476066411928,0.5309465961162237,-24.65354661821035
89,1,B,1,A,0,38.12202911854733,0.8321588589865865,0.46613773004617376,146.63283068434265
90,1,C,1,A,0,22.63339566698931,0.0483822929412554,0.3264544389896793,-23.94901335006559
91,1,A,0,A,1,24.38456316100948,18.491681939997175,0.3330550438113937,50.666890555467205
92,1,A,1,A,0,29.503771146238975,9.789999263843988,0.3758720894594602,31.279955804771248
93,1,C,1,A,1,26.44228500793194,12.577765687652466,0.322722318044233,4.336034730197454
94,0,A,0,A,1,44.174013189689106,8.860088376436856,0.24638062260492755,6.952705475747443
95,1,B,0,A,1,33.328636646705334,17.326969943477202,0.11821553511670463,16.032420427911532
96,1,C,1,A,1,44.12737412650466,10.415412395262098,0.39859206078897397,48.442385877360095
97,0,A,1,A,0,35.78789798460025,1.7099445899267742,0.21528601141667875,107.87279240091621
98,1,B,1,A,1,36.55714495848683,11.149951758180922,0.39179200045583434,-23.972883657447596
